蒸汽进装置流量,稳定塔下部温度,蒸汽进装置压力,燃料气进装置流量,待生吸附S,原料进装置流量,精制汽油出装置流量,反应器底部温度,待生吸附-焦碳,循环水出装置流量,D105流化氢气流量,净化风进装置流量,原料泵出口流量,稳定塔液位,反应器上部温度,净化风进装置压力,氮气进装置压力,D107提升氮气流量,精制汽油出装置硫含量,原料饱和烃,轻烃出装置流量,3#催化汽油进装置流量,循环水进装置流量,0.3MPa凝结水出装置流量,原料硫含量,原料密度,原料辛烷值,燃料气进装置压力,氮气进装置流量,污油出装置,产品辛烷值,产品硫含量
2305.7632,127.868155,0.786555085,480.45704,5.379,119.989905,105.89537,418.05705,2.01,390.73031,0,100.604301,128.553385,54.9492475,420.80792,0.518386025,0.994984245,29.9581395,0.810002259,53,1178.51965,0,397.147,6167.5641,117,723.5222222,90.2,0.41536509,510.3672,0.62178886,88.9,3.2
2969.43835,125.381175,0.801877135,491.9229,7.56,120.04469,107.351725,417.941855,1.74,410.415655,0,98.870778,128.60749,54.956929,420.88983,0.52732087,0.9947877,40.049035,1.026460555,55.5,0,0,417.876875,4502.27835,103,719.5777778,89.2,0.423575585,581.589035,1.434318685,87.7,6.3
3068.70785,128.889005,0.75993511,458.865155,6.32,119.94938,105.0664855,419.47705,2.06,412.635705,0,98.7427025,128.546715,55.0186265,423.46459,0.528689425,0.99436846,40.0810795,2.499095295,56.5,0,0,420.0646,4514.63505,83,718,86.8,0.41666962,491.06427,0.401310085,85.4,3.2
1914.8832,123.887855,0.84430645,454.991555,7.22,120.142925,107.43181,418.439935,2.03,417.31741,0,107.659597,128.73371,55.052806,421.774355,0.52957625,0.993428495,39.920242,0.203674697,55.7,0,0,424.07148,4526.573,121,715.1,87.8,0.488206465,519.353855,1.58603375,86.1,3.2
1437.5144,124.507525,0.92067383,440.1785,7.28,120.195895,107.07688,420.349105,2.06,414.65911,0,103.531421,128.606845,54.9482635,424.610875,0.539323535,0.995665935,39.941292,-0.122403849,56.55714286,0,0,422.2704,4581.6383,115,716.3,88.4,0.411720385,523.88905,5.07420225,86.7,3.2
1785.14815,123.74407,0.86680027,451.79189,7.52,120.087385,106.90185,419.45312,1.74,414.63937,0,104.3729,128.46753,54.973537,423.18777,0.52201366,0.993758155,40.013156,-0.315614115,57.2,0,0,422.404775,4546.96265,77,717.2,87.2,0.41545636,520.30647,2.49564569,86.1,4.4
1945.4543,124.040975,0.704118485,465.653325,7.46,119.84241,106.813565,420.235245,1.76,415.248795,0,103.2886975,128.349765,55.000629,423.713675,0.533216125,0.99290867,39.984785,-0.310135805,56.34285714,0,0,422.6477,4540.05865,108,719.6,88,0.411515795,538.85587,0,86.49,3.2
1682.85435,124.400985,0.739919745,479.153965,7.673833333,124.903575,112.46358,419.465025,1.755,416.515495,0,103.530525,133.421435,55.054921,423.57912,0.52301399,0.993801765,40.021752,-0.32023025,55.91428571,0,0,424.603925,4475.5709,98.17,720.8,88.2,0.41541516,524.62943,1.60719915,87.09,3.2
1338.56415,124.87962,0.935475315,482.39031,7.18,130.02901,118.57794,419.55963,1.64,417.164505,0,100.2981895,138.437615,54.9985495,424.10625,0.521859705,0.993935325,40.0374535,-0.313639765,55.7,0,0,424.521905,4549.13365,117,721.4,88.8,0.41444801,530.83085,2.00409165,87.59,3.2
1723.81835,124.9698,0.80402405,488.994935,6.754881944,129.86937,118.65442,418.85777,1.669868056,415.901055,0,102.0521715,138.46406,55.0529,423.572555,0.525686535,0.9985128,40.0787815,-0.314251355,56.41428571,0,0,424.21134,4500.7443,111,722.2571429,88.1,0.417028175,507.105395,1.893474075,86.59,3.2
1787.39935,125.595185,0.830068245,520.41351,6.83,133.118125,121.779455,416.634165,1.71,416.039855,0,103.1444325,141.584265,54.957522,420.74302,0.52924273,0.99509737,40.129405,-0.298205941,56.7,0,0,423.81358,4511.9544,57,722.6,88.2,0.4171942,505.118035,2.9937402,87.19,3.2
1175.81905,127.213415,0.90408394,472.76831,6.99,132.75857,119.88528,419.289065,1.66,420.42688,0,101.1764435,141.35239,55.0199815,423.72459,0.514289115,0.99272409,40.0024525,-0.181495455,56.58571429,0,54.0182445,428.73584,4583.71595,148,722.6,89.6,0.41195282,508.610305,0,87.99,3.2
1798.84835,126.892075,0.836911205,463.96339,6.73,132.985425,120.60164,420.108585,1.63,422.566985,0,101.9994445,141.546065,55.0043755,424.868775,0.51133317,0.993785075,39.941515,-0.30766056,56.5,0,53.9113745,431.176865,4618.46725,131,722.6,89,0.41697365,507.4962,0,87.59,3.2
1691.20235,125.89975,0.865951155,448.07586,6.95,132.87022,120.745,420.366915,1.62,480.892715,0,101.695763,141.46297,55.040375,425.88319,0.510730865,0.995105315,40.009778,-0.30073689,55.12857143,0,53.929398,490.436935,4596.4395,222,723.7428571,89.3,0.41662882,501.17589,1.95388572,87.89,3.2
1451.90785,126.62201,0.866341435,465.3616,6.94,134.204465,122.38003,419.514775,1.01,480.8049,0,100.972112,142.409455,55.060081,424.457065,0.511918745,0.993818915,45.1573405,-0.281994328,54.1,0,53.475061,490.581815,4651.5628,125,724.6,89.2,0.41676497,515.951715,0.569909635,87.69,3.2
1561.70085,126.61391,0.80355632,480.78013,6.55,133.906675,121.961355,418.93578,1.63,483.540485,0,107.6634375,142.3076,55.0459035,423.681725,0.51507206,0.99465316,45.0237075,-0.30095939,55.18571429,0,56.335809,493.350915,4564.50455,156,724.6,88.7,0.42150775,519.03951,1.046215365,87.29,3.2
1615.1985,126.09488,0.872209125,488.375085,7.31,134.096015,120.30518,419.00447,1.68,482.165645,0,117.476625,142.554665,55.030411,423.671385,0.520333505,0.995104305,44.972383,-0.255521037,56,0,57.089999,493.198445,4533.7025,170,724.6,89,0.420944065,514.50431,2.0858858,87.89,3.2
1395.38265,126.826805,0.81436992,468.585315,8.665,133.9491,122.35014,419.054665,1.79,485.739475,0,108.224044,142.362945,55.010277,424.733435,0.513594655,0.993806865,44.871589,0.329645782,55.80952381,0,54.378896,496.19668,4598.02005,206,724.6761905,89.7,0.417359465,513.636775,3.91126255,88.29,3.2
1421.445,126.681645,0.800147765,466.76285,8.083333333,135.078625,123.42903,418.880355,1.736666667,486.568825,0,109.2532335,142.330465,55.0411905,423.48206,0.51052424,0.9942284,44.782612,-0.273430115,55.66666667,0,53.2592,496.532605,4615.06575,185,724.7333333,89.2,0.42479295,508.397445,0,87.99,3.2
1232.22015,126.911325,0.87693217,490.30372,7.98,135.17519,123.088555,418.351025,1.73,483.18259,0,112.48848,142.25151,54.9984185,422.759705,0.51538592,0.994197345,44.986579,-0.29559319,55.47619048,0,53.5946335,493.997845,4564.50345,172,724.8095238,89.1,0.4207595,523.5835,82.307749,87.39,3.2
1554.96185,126.527715,0.833597035,472.75661,7.636666667,135.359385,124.877735,420.316495,1.796666667,483.29888,0,109.71075,142.311965,55.0492435,425.92326,0.51299349,0.993974275,44.89612,-0.272818397,55.33333333,0,51.2876555,493.67986,4562.2682,133,724.8666667,88.5,0.426357555,526.76178,4.58829365,87.09,3.2
1440.2242,126.29743,0.907429285,468.485495,8.34,135.138325,124.465815,419.88943,2.05,484.310355,0,111.72275,142.19197,54.975169,425.14091,0.512634,0.99571371,45.061033,-0.192146587,55.14285714,0,52.8080795,494.024855,4611.0522,189,724.9428571,88.4,0.43144943,516.02094,26.960709,87.29,3.2
1358.41305,126.590775,0.8837543,481.362265,7.81,135.24853,125.38187,419.84256,1.75,483.100585,0,113.28933,142.313755,55.0185515,425.00846,0.511855865,0.99334364,44.8525305,-0.20149019,55,0,53.808717,492.982375,4570.5396,144,725,88.1,0.41713427,521.39469,1.341395195,87.19,3.2
1646.94595,125.93915,0.85400802,464.440695,7.203333333,135.109545,126.13859,420.419435,2,483.80905,0,112.18487,142.247795,55.035586,425.7238,0.507214735,0.994309985,44.927597,0.016025166,54.51428571,0,53.3745175,493.52725,4596.74695,210,724.7714286,88.7,0.43273618,521.552075,0,87.59,4.8
1353.1861,126.898805,1.27955955,464.79784,7.75,135.390225,127.38643,420.490785,1.813333333,481.30546,0,115.732005,142.401205,55.003858,426.15888,0.51471889,0.993938575,44.8375305,0.172946327,54.15,0,55.415424,491.12629,4574.5112,137,724.6,87.5,0.41778998,519.650825,0,86.09,3.2
1084.8625,127.28412,0.87742063,474.06473,8.336666667,135.209685,128.273485,419.849025,1.733333333,480.752095,0,113.521315,142.327525,54.9422715,424.85552,0.518652955,0.992933195,44.98138,0.205176112,53.66428571,0,53.634502,491.09691,4565.3272,168,724.3714286,89.4,0.412912535,550.11962,0,88.09,3.2
1051.6862,127.351265,0.885947215,464.75247,8.61,135.351725,129.498855,420.47031,2.23,480.18436,152.35724,117.450261,142.49282,54.950751,425.525905,0.519221105,0.99295596,45.085841,0.052759599,53.3,0,57.3753345,489.9533,4570.1413,154,724.2,89.1,0.41625506,564.41309,0,87.79,3.2
557.62407,122.028445,0.796349535,445.05777,6.33,135.184115,126.71997,421.83721,1.72,499.60792,0,114.8376015,142.32506,55.587157,428.614985,0.508414865,0.993704845,45.158853,-0.28338518,53.6,0,55.694675,510.102375,4541.7849,230,724.2,89.5,0.408227995,571.33675,0,88.26,3.2
468.608185,122.372215,0.83175815,464.92836,6.45,135.021865,128.76046,420.25394,1.88,479.55346,0,118.3494095,142.258825,55.6073105,425.952855,0.51509358,0.992479235,45.152753,-0.17893784,51.31428571,0,56.9431215,489.400255,4593.58065,236,725.8857143,89.7,0.409546455,591.15652,0,88.26,3.2
1051.181705,127.882435,0.81017045,455.10972,6.46,135.361075,130.480455,421.79112,1.79,483.23067,0,114.82966,142.38047,55.044846,427.79624,0.502613675,0.993802685,45.140549,-0.28841866,49.6,0,59.3943225,494.15667,4491.58785,236,727.15,89.2,0.410015205,578.446685,0,87.66,3.2
851.767795,125.236655,0.84446849,470.134055,9.13,135.02412,135.282645,419.319885,1.92,476.010325,0,118.0396795,141.010535,46.0848835,424.498365,0.50684562,0.993389965,45.09907,4.83592325,50.34285714,0,53.190323,485.958405,4557.078,204,728.8357143,89.8,0.40414705,518.319185,0.03521526,88.58,7.4
878.359345,118.99471,0.810060935,443.040395,8.33,135.04137,130.597895,424.377905,1.88,479.606545,0,116.137672,141.040475,46.001344,431.195185,0.50718155,0.99392602,44.733515,-0.27334624,50.9,0,49.9080885,488.9052,4584.6563,172,730.1,89.6,0.403390615,524.594915,0,88.06,3.2
678.09189,117.495255,0.841557955,434.136985,8.79,135.03261,135.71002,420.91963,1.74,491.08886,0,120.63602,141.113985,46.0231285,426.63404,0.514859495,0.994352695,45.07196,-0.191645922,52.32857143,983.751805,50.4508455,500.688705,4584.8229,179,729.5285714,89.5,0.420638945,525.30384,0.448275905,88.1,3.2
917.65474,123.59581,0.83218313,473.174865,9.43,134.933215,135.300745,419.87351,2.92,486.666405,0,109.5381875,141.04908,54.959268,424.1333,0.502262535,0.9942349,45.1065425,4.83583915,53.4,977.50366,49.3992475,497.41268,4587.1487,275,729.1,89.7,0.420476985,503.315545,0,88.5,7.6
1014.428265,123.01303,0.811065535,486.255245,8.61,135.104355,135.07695,419.265235,2.52,485.06673,0,111.391979,141.11935,53.894833,422.910525,0.519377665,0.996180695,44.996071,3.4594765,53.34285714,972.05256,51.749537,494.567805,4478.2035,216,729.1,89.5,0.421757245,501.360815,0,88.3,8.4
503.689235,119.798655,0.8373451,442.623155,8.75,134.95167,135.9959,422.919845,1.73,481.34667,0,116.562335,141.04687,55.006344,428.882775,0.52205334,0.99559084,45.078192,-0.173932304,53.3,972.35076,51.315381,491.930245,4577.6246,286,729.1,89.6,0.414299255,520.341445,0,88.3,3.8
653.431065,119.84615,0.82311612,495.646285,9.04,135.11751,136.40583,419.4106,2.08,477.57945,0,110.9862075,140.97708,55.008143,423.224185,0.510928605,0.993154475,44.976681,8.74168365,54.15714286,1003.20586,50.019907,487.76068,4517.8741,209,729.1,90,0.41274671,511.047555,0,88.8,8.6
284.8948,118.502595,0.857708285,499.428755,8.97,134.99044,136.17987,418.21555,1.84,472.030585,0,112.760575,141.03777,55.0086445,421.58301,0.512483935,0.99523507,44.9273575,3.8788782,54.8,1020.74805,51.630187,481.77059,4561.4338,264,729.1,90.2,0.408370825,520.32575,0,89.1,7
408.310905,118.661695,0.84760639,498.293205,9.26,135.018435,135.62626,417.63589,1.98,470.15281,0,118.320865,140.994455,54.9848925,420.57607,0.51036081,0.99360883,44.7943335,1.245283418,57.44285714,1036.7312,50.7218425,479.386945,4566.2136,132,727.3285714,89.6,0.40387419,529.84424,0,88.6,4.2
502.35115,117.487185,0.837307705,489.991285,9.41,134.953125,136.177915,419.002885,3.45,471.708455,0,117.717655,141.10821,54.9642775,422.172255,0.51557606,0.99520688,44.7845955,1.24656258,59.5,1046.40965,51.5241115,480.72189,4584.4762,221,726,89.6,0.409508065,520.29538,0.159394015,88.42,4.8
693.44329,119.412905,0.836218215,503.190165,7.92,135.236955,135.067865,419.275265,1.67,411.61875,0,115.329975,141.13735,55.0138395,422.499375,0.51384561,0.99366353,42.839691,-0.239503675,58.52857143,1057.4691,53.8490735,419.95321,4498.14205,126,726,90.1,0.411126095,562.171475,0,88.7,3.2
507.017725,118.66554,0.837994165,485.22484,9.76,134.835885,135.276305,418.450405,3.13,418.12348,0,119.206275,141.24896,55.0191475,421.82032,0.51489085,0.99461701,42.998618,-0.264753245,57.8,1068.74885,55.4933725,426.445925,4530.3699,199,726,90.2,0.4083033,531.91693,0,89,3.2
132.65074,122.15613,0.836428045,479.698025,9.13,135.15787,136.11291,418.231465,2.78,414.025225,0,109.926638,141.48891,55.0072335,421.71669,0.51765909,0.994894305,43.155458,-0.188364447,58.6,1057.97925,59.707271,423.23044,4514.42225,144,725.7142857,90.1,0.422645915,531.470675,0,88.9,3.2
348.311795,119.749035,0.82920582,477.95531,9.97,135.05346,136.27951,418.887715,3.2,416.387505,0,115.337245,140.79663,55.0271815,423.014485,0.512740845,0.993000465,42.9332205,-0.248624538,59.2,1090.93535,52.151061,424.018085,4501.99235,101,725.5,89.8,0.412228455,535.60904,0,88.6,3.2
457.235045,122.186385,0.82723904,492.74234,9.01,135.258315,135.45142,418.53522,2.53,414.533325,0,108.186415,140.35504,55.002076,422.42735,0.509494215,0.993134055,42.979338,-0.27101004,60.91428571,1051.3931,60.5849,422.77911,4493.0313,169,725.5,89.6,0.41180238,578.57812,0,88.2,3.2
290.521745,119.98895,0.814411465,492.34881,8.66,134.91625,136.49784,417.65148,1.64,406.257035,0,106.847974,140.125915,54.979029,420.856775,0.508933485,0.994550215,43.0130395,0.07456119,62.2,1071.6917,56.7328675,414.42229,4473.96385,241,725.5,89.4,0.411204185,532.376335,0,88.3,3.2
517.789505,119.200105,0.7984828,444.629515,8.58,130.00707,137.734685,420.45385,1.57,407.16382,0,109.96226,138.3734,55.030039,423.292285,0.510828065,0.99439533,43.128473,-0.090201922,62.88571429,1062.27055,58.35403,416.03888,4488.94785,244,727.0428571,88.7,0.40807776,540.4673,0,87.45,3.8
620.704405,126.41227,0.812314395,412.7557,8.31,119.95395,127.231545,422.08908,1.78,406.24533,0,115.36315,128.41463,55.0212445,424.522945,0.50986075,0.99427941,43.065855,0.025730008,63.4,1050.4477,58.237857,415.085085,4480.1739,263,728.2,89.4,0.41318169,538.176615,0,87.65,3.2
507.60286,124.01301,0.83674679,409.23226,9.16,120.157285,124.66156,422.66863,2.45,405.10364,0,113.74603,128.51138,54.9859135,425.26879,0.506531755,0.993737305,42.962718,0.070723513,62.37142857,0,57.402076,414.15341,4482.6138,225,728.2,89.2,0.414051265,560.07186,0,88.02,3.2
851.10435,128.942675,0.82789642,419.95613,9.35,120.11779,125.353685,422.314695,2.55,407.077345,0,108.365855,128.501425,55.015899,425.118645,0.49720405,0.99437166,43.0268255,1.221645695,61.6,0,57.0098775,416.179475,4453.90935,245,728.2,89.7,0.41158648,557.82017,0,88.02,3.2
862.421595,128.914905,0.84437203,427.16721,9.62,120.097775,124.18686,421.9001,2.68,415.766535,0,108.311765,128.45233,54.9554995,423.995615,0.490299945,0.994484395,43.1785605,1.313551835,59.94285714,0,56.8444675,424.334145,4469.7913,239,726.7142857,89,0.407342655,574.002295,0,87.22,5.8
703.305665,128.66787,0.843987415,417.68872,9.05,120.025385,123.382235,422.178805,1.71,420.028795,0,109.6805205,128.350325,55.0279615,424.322825,0.518440755,0.994179205,43.0692335,0.24368994,58.7,0,55.9622075,428.931455,4452.2828,239,725.6,89.1,0.410641775,568.455265,0,87.52,3.2
902.15176,128.772445,0.83623631,489.890175,8.4,134.97264,137.85183,418.68815,1.64,416.78067,0,109.37065,140.07838,54.992407,422.341765,0.517023235,0.9939075,43.1051645,-0.26180516,58.81428571,0,58.05822,425.31253,4501.7865,172,730.4,88.8,0.41234031,575.130825,0,87.22,3.2
825.934045,127.46137,0.83888215,495.430665,9.78,134.90704,137.878775,417.643015,2.77,418.228175,0,109.594755,139.95871,54.9952845,420.59911,0.511190535,0.99358566,43.043675,-0.140700974,58.9,0,67.896156,426.99941,4488.9397,182,729.5,88.3,0.40980558,570.292575,0,87.22,3.2
760.048385,127.020695,0.91968882,514.826255,9.46,135.14698,138.34476,417.29186,2.1,418.217785,0,109.94901,139.97933,54.9793625,420.21768,0.50525207,0.995875115,43.055466,-0.23366306,58.38571429,0,74.471961,427.55768,4357.60685,156,730.4714286,88.7,0.42070533,509.83555,0,87.42,3.2
1174.04225,129.041775,0.8398332,481.252615,10.62,135.868115,140.659345,419.09867,3.52,420.156405,0,109.5108,141.168275,55.290985,423.39235,0.515548085,0.99664728,42.635534,-0.250918505,58,0,70.588735,428.904735,4361.99565,137,731.2,89,0.41048335,531.724185,0,87.72,3.2
928.687455,127.75668,0.864389785,497.002105,8.06,134.982555,138.9644,418.330985,5.553333333,413.796535,0,109.1865975,140.11533,55.019999,421.496985,0.51800672,0.993465575,42.7849585,-0.258050915,58,0,74.8925465,423.580435,4357.06275,129,728.15,88.5,0.41545504,554.22342,0,87.12,3.2
962.109875,126.98378,0.851356225,485.476175,9.82,134.9897,139.078885,418.77864,2.52,414.20378,0,109.861338,139.960915,55.0346765,422.23024,0.51984844,0.99358288,43.0539265,-0.25379622,58.5,0,81.185602,423.910125,4375.95005,139,725.1,88,0.413466785,584.91059,0,86.42,3.2
2408.7975,125.95042,0.87265015,528.730735,9.92,134.895295,140.37972,417.294965,2.66,416.50958,0,110.30596,139.790585,55.0109625,420.886385,0.50836532,0.99463183,43.081383,-0.23010378,57.3,0,0,425.95828,4387.02125,195,728.05,88.7,0.41296114,569.642205,0,86.92,3.2
1138.7378,127.928655,0.825003975,491.926575,9.96,134.861125,139.18047,421.65456,2.87,415.57759,0,110.677758,139.988365,54.9637195,425.45979,0.51313982,0.993204975,42.9225885,-0.119205201,56.5,0,74.810307,424.990855,4362.29745,201,731,90.6,0.39594153,631.959465,0.06953255,88.82,3.2
1291.8266,127.995,0.80793803,494.48005,9.82,134.891075,138.865685,418.57684,2.86,416.28755,0,107.696697,140.13429,54.9854115,421.05412,0.513604485,0.994110625,42.963085,0.918816111,57.66666667,0,76.869905,425.882785,4450.3075,252,729.3333333,90.8,0.40463024,577.149895,0,89.32,3.2
812.110865,128.004685,0.808430675,394.165515,9.56,109.952865,112.870725,423.03605,3.13,465.250165,164.852595,109.5233465,118.259385,54.9971775,423.66948,0.51843927,0.995150745,43.0848175,7.3357055,58.68888889,0,78.216296,476.880955,4461.16595,183,728.0444444,89.3,0.40607168,575.25561,0,87.9,3.2
867.677035,127.93542,0.807028375,435.527865,9.25,119.960985,123.16364,422.10222,2.76,515.024,0,107.3266795,128.2639,55.0153055,423.81708,0.48741503,0.99374565,39.7505565,-0.061114386,59.2,2.121924,75.8951575,528.43246,4433.9957,169,727.4,88.3,0.40217973,612.044475,0,87,3.2
1344.6532,127.985355,0.826579605,443.20793,8.86,119.99513,122.383225,422.948895,2.52,503.00555,0,103.881454,128.179545,55.07242,425.27535,0.48729111,0.99397657,45.2284485,-0.24284132,59.9,33.16236,76.236905,514.878695,4449.7154,185,724.8,88.4,0.420033295,547.054675,0.15322504,87,3.2
1122.24835,126.95161,0.797754805,469.284235,9.28,134.992915,137.875405,421.31531,2.53,449.802335,0,113.02553,140.115595,54.979622,425.31499,0.524603455,0.99583702,45.082521,-0.229381839,62.2,0,76.598309,459.88536,4462.20625,120,722.2,88.7,0.39285092,541.284435,0,86.9,3.2
958.59753,128.574935,0.81167988,467.419715,9.37,135.096155,136.45176,421.61104,2.4,426.26642,0,106.969775,139.977265,54.844611,425.726475,0.499310475,0.99353143,45.0132195,-0.240839015,57.9,1555.634,75.511732,435.90721,4458.19205,227,728.8,90.1,0.39873315,542.434615,0,88.62,3.2
662.2883,128.441555,0.85640987,481.540175,9.87,135.172305,136.408135,420.623355,2.03,428.552335,0,107.331665,140.255305,54.8570065,424.072395,0.498439235,0.995426645,45.074047,0.059433448,53.6,1488.43585,75.1835245,438.14196,4433.39285,257.3846154,735.4,90.1,0.3961274,546.84628,0,88.72,3.2
729.672375,128.23733,0.82258727,467.48516,9.77,134.98639,136.80065,420.255725,2.02,422.535115,0,105.883111,140.026735,54.8337565,423.87607,0.48905289,0.99491797,44.965619,0.775047952,53.4,1517.1323,75.7270785,430.89583,4415.55515,214,731,89.9,0.397089355,567.58931,0,88.22,4.7
754.72211,128.57574,0.83416921,459.7527,8.47,135.161325,136.78435,420.0565,2.61,425.775385,0,111.882465,139.9157,54.863371,423.51635,0.50301394,0.9942256,45.0153395,-0.151324404,53.2,1534.9883,75.3544,434.59142,4451.31795,241,726.6,89.1,0.3955164,564.864115,0,87.92,3.2
846.34215,128.582305,0.88161004,475.892205,7.97,135.07111,136.539265,420.077415,1.96,423.6243,0,108.757755,140.212055,54.843608,423.693995,0.50950202,0.993670055,45.03804,-0.175962508,54.4,1510.6707,73.6634085,432.527965,4443.2885,242,728.1,88,0.40761105,630.92223,0,87.02,3.2
787.70598,128.486485,0.830354085,471.843375,9.18,134.97262,136.845985,420.477205,2.41,420.465885,0,107.924469,139.897955,54.822251,423.981595,0.50819968,0.99489475,45.0601685,-0.218008565,56.8,1505.4884,74.301157,429.263975,4453.15655,243,727.6333333,88.7,0.411771965,633.2935,0,87.12,3.2
692.424525,126.742835,0.815116035,481.90634,8.07,134.94107,136.94178,419.656365,2.11,422.082,0,108.710567,140.022485,54.8202285,422.645845,0.510212255,0.994366605,44.9853575,-0.062254813,56.4,1530.8612,78.9693205,431.8361,4411.9642,255,727.4,89.3,0.405634115,562.10276,0.1825805,87.72,3.2
610.69417,126.765005,0.91101861,446.38424,8.25,135.02856,137.15996,415.682975,1.8,421.708585,0,108.55658,139.80989,54.8830385,419.368235,0.51692752,0.99403365,44.017991,-0.079885318,56.2,1556.9916,78.3120725,430.582145,4471.84105,249,723.7,87.6,0.401127265,570.14776,1.21508334,85.82,3.2
752.627405,127.20062,0.868167245,469.308255,8.85,134.81874,137.82827,419.324235,2.12,424.526155,0,109.46421,139.87439,54.8080935,422.961725,0.527113685,0.99449507,44.608368,-0.234081535,55.3,1522.3623,73.712896,434.19068,4413.48255,284,723.8,86.9,0.41127392,592.417795,0,85.72,3.2
1802.388,126.26414,0.8179034,475.685245,9.7,134.975325,137.9167,418.894945,1.84,431.73803,0,109.10664,140.219725,54.780928,423.362635,0.51329287,0.993760025,44.1786465,-0.2285475,55.8,1536.6743,0,440.971565,4428.4718,189,724.6,87.2,0.39752414,578.5557,0,85.72,5.1
1179.2756,129.71018,0.824987025,493.153605,9.92,134.998005,136.19463,414.27623,2.02,422.6926,0,110.70914,140.117475,54.8294325,416.69265,0.510822495,0.99516418,44.328004,6.36670395,52.9,1494.7789,72.3350925,432.478435,4432.18595,310,734.4,90.6,0.40832111,573.749275,0,89.62,7.7
